id,description,genome_fraction,observed_region_hits,fold_enrichment,p_value,p_adjust,mean_tss_dist,observed_gene_hits,gene_set_size,fold_enrichment_hyper,p_value_hyper,p_adjust_hyper
GO:0032713,negative regulation of interleukin-4 production,0.0014745508905305588,192,7.0159565565708935,0,0,486639,4,6,1.7278527350695534,0.1601586698185462,0.3999517893524251
GO:0051918,negative regulation of fibrinolysis,9.850482662937799e-4,128,7.001609526769407,0,0,330174,4,12,0.8639263675347767,0.7433647068372656,0.8919132021852387
GO:0070170,regulation of tooth mineralization,8.170688734628416e-4,105,6.924302955712737,0,0,417629,4,9,1.1519018233797023,0.4816976083799177,0.7313596076941103
GO:0002604,regulation of dendritic cell antigen processing and presentation,9.72893703027048e-4,125,6.922931728523045,0,0,344465,4,10,1.036711641041732,0.5816350903481533,0.8094271613358976
GO:0061644,protein localization to CENP-A containing chromatin,1.330470856998341e-4,17,6.884762821856752,1.2920400305205249e-9,7.42991889619159e-9,31267,6,15,1.036711641041732,0.5522261419359935,0.7876012188267448
GO:0090131,mesenchyme migration,5.67825505515118e-4,71,6.737346455939643,0,0,148414,4,5,2.073423282083464,0.07657520306319876,0.25872459820137117
GO:0060161,positive regulation of dopamine receptor signaling pathway,3.398326943316321e-4,42,6.659315021665954,0,0,94972,1,5,0.518355820520866,0.9126508102837768,0.9780473782789455
GO:0002468,dendritic cell antigen processing and presentation,0.0010247271604375738,126,6.6253332211361355,0,0,342037,5,12,1.0799079594184708,0.5212283970838468,0.7685910262083844
GO:0140718,facultative heterochromatin formation,0.0014889850462636088,183,6.622259297920222,0,0,472975,2,8,0.6479447756510825,0.8780779435249227,0.9655797256368501
GO:0014859,negative regulation of skeletal muscle cell proliferation,3.7479576896841654e-4,46,6.613153149949347,0,0,104378,2,5,1.036711641041732,0.6381666181859631,0.8446599227453996
GO:0034141,positive regulation of toll-like receptor 3 signaling pathway,5.345168835701463e-4,63,6.350743173257122,0,0,78715,3,7,1.1107624725447127,0.5489347538002798,0.7876012188267448
GO:0060353,regulation of cell adhesion molecule production,8.173793455656163e-4,95,6.262465902149973,0,0,91633,6,6,2.59177910260433,0.0032944593416180945,0.03408627945400512
GO:0007549,sex-chromosome dosage compensation,0.0028439342510766553,329,6.233353752340208,0,0,357493,11,18,1.5838650071470906,0.04433126688896971,0.18585439335804696
GO:0032466,negative regulation of cytokinesis,3.8840339761705305e-4,44,6.104007863278331,0,0,83096,2,7,0.7405083150298085,0.8221489708875636,0.9346645108123194
GO:0030091,protein repair,4.71570762517065e-4,53,6.0558404835523225,0,0,343228,2,5,1.036711641041732,0.6381666181859631,0.8446599227453996
GO:0051895,negative regulation of focal adhesion assembly,0.0012663681574362749,142,6.0419035881623975,0,0,309565,5,11,1.1780814102746957,0.4281877755150345,0.6802409761814538
GO:0150118,negative regulation of cell-substrate junction organization,0.0012663681574362749,142,6.0419035881623975,0,0,309565,5,11,1.1780814102746957,0.4281877755150345,0.6802409761814538
GO:0002577,regulation of antigen processing and presentation,0.0011329196956396104,127,6.040181963881847,0,0,339886,6,15,1.036711641041732,0.5522261419359935,0.7876012188267448
GO:0051917,regulation of fibrinolysis,0.0012181442878512509,131,5.794527000167764,0,0,323193,5,17,0.7622879713542147,0.847947520745547,0.9537105095135762
GO:0038060,nitric oxide-cGMP-mediated signaling,0.001733634266204059,186,5.780972320921861,0,0,319660,6,8,1.9438343269532474,0.041552834495020674,0.18124203983785028
GO:0002835,negative regulation of response to tumor cell,7.483356642958797e-4,76,5.472207753768034,0,0,246923,2,7,0.7405083150298085,0.8221489708875636,0.9346645108123194
GO:0002838,negative regulation of immune response to tumor cell,7.483356642958797e-4,76,5.472207753768034,0,0,246923,2,7,0.7405083150298085,0.8221489708875636,0.9346645108123194
GO:0031953,negative regulation of protein autophosphorylation,6.536668463633513e-4,66,5.440425974718905,0,0,80399,5,8,1.6198619391277063,0.15246490657662193,0.39980899572057615
GO:0071459,"protein localization to chromosome, centromeric region",0.002784311020637054,281,5.437934870074041,0,0,366457,15,35,1.110762472544713,0.36050680069734153,0.632587404997222
GO:0043652,engulfment of apoptotic cell,0.0011965916501221513,120,5.403569059753613,0,0,362918,2,11,0.47123256410987824,0.9629487771545414,0.9958101426325914
GO:0032695,negative regulation of interleukin-12 production,0.0013192491085629186,132,5.391288220981446,0,0,351360,4,15,0.6911410940278214,0.8902298163657825,0.9721756572028
GO:0010755,regulation of plasminogen activation,0.0021691091504661077,214,5.315912148785502,0,0,268322,9,17,1.3721183484375865,0.16634132829175474,0.4112030819457952
GO:0032026,response to magnesium ion,0.0025873738108689454,250,5.206264867390187,0,0,268902,12,18,1.7278527350695534,0.014782068750416322,0.0950656352163608
GO:0032905,transforming growth factor beta1 production,0.0015474600893321381,149,5.188146604920265,0,0,337165,4,10,1.036711641041732,0.5816350903481533,0.8094271613358976
GO:0032908,regulation of transforming growth factor beta1 production,0.0015474600893321381,149,5.188146604920265,0,0,337165,4,10,1.036711641041732,0.5816350903481533,0.8094271613358976
GO:2000192,negative regulation of fatty acid transport,0.0016502641154711537,157,5.126153709131326,0,0,348893,4,7,1.481016630059617,0.2628437475424462,0.5390795339330627
GO:0035962,response to interleukin-13,4.0216766084006235e-4,38,5.091220184172916,1.9984014443252818e-15,1.753694803257685e-14,294436,3,6,1.295889551302165,0.4263243225469229,0.6802409761814538
GO:0070453,regulation of heme biosynthetic process,2.6462572226492327e-4,25,5.090417233456525,1.1006706657212817e-10,6.903508803372783e-10,178367,2,5,1.036711641041732,0.6381666181859631,0.8446599227453996
GO:1901463,regulation of tetrapyrrole biosynthetic process,2.6462572226492327e-4,25,5.090417233456525,1.1006706657212817e-10,6.903508803372783e-10,178367,2,5,1.036711641041732,0.6381666181859631,0.8446599227453996
GO:0010746,regulation of long-chain fatty acid import across plasma membrane,0.0016215706193782374,153,5.083946739121648,0,0,353016,3,6,1.295889551302165,0.4263243225469229,0.6802409761814538
GO:0042730,fibrinolysis,0.0016123012090305331,152,5.079755819377439,0,0,286468,8,26,0.7974704931090246,0.846519075710494,0.9537105095135762
GO:0010749,regulation of nitric oxide mediated signal transduction,0.0017186644761675732,162,5.078896262195357,0,0,376448,6,8,1.9438343269532474,0.041552834495020674,0.18124203983785028
GO:0072383,plus-end-directed vesicle transport along microtubule,5.744209399146011e-4,54,5.06534376762864,0,0,91190,4,6,1.7278527350695534,0.1601586698185462,0.3999517893524251
GO:0072386,plus-end-directed organelle transport along microtubule,5.744209399146011e-4,54,5.06534376762864,0,0,91190,4,6,1.7278527350695534,0.1601586698185462,0.3999517893524251
GO:0017183,protein histidyl modification to diphthamide,0.0010100035104465312,94,5.0147628348398054,0,0,492364,2,7,0.7405083150298085,0.8221489708875636,0.9346645108123194
GO:0010897,negative regulation of triglyceride catabolic process,4.964756598423393e-4,46,4.992353141598661,0,0,285585,3,5,1.555067461562598,0.2932414961827343,0.5600741066295498
GO:0019673,GDP-mannose metabolic process,6.440967535737706e-4,59,4.935672440141171,0,0,309404,3,9,0.8639263675347767,0.7406942752732697,0.8919132021852387
GO:0044860,protein localization to plasma membrane raft,5.90450810374074e-4,53,4.836571081511845,0,0,92394,3,5,1.555067461562598,0.2932414961827343,0.5600741066295498
GO:2000402,negative regulation of lymphocyte migration,0.001063415900307654,95,4.813554395082322,0,0,90608,8,13,1.5949409862180493,0.08019698294283573,0.26244023895606294
GO:0140212,regulation of long-chain fatty acid import into cell,0.0017138731364193483,153,4.810145212887178,0,0,353016,3,8,0.9719171634766237,0.6543620529754854,0.8479249472493038
GO:0060056,mammary gland involution,6.84144857785729e-4,61,4.804267670737261,0,0,80893,5,9,1.439877279224628,0.23762881366871258,0.516287521856486
GO:0038063,collagen-activated tyrosine kinase receptor signaling pathway,0.0014024850010892187,125,4.802387676114451,0,0,265807,6,7,2.2215249450894254,0.01543891294948685,0.0950656352163608
GO:0019065,receptor-mediated endocytosis of virus by host cell,8.403277092342161e-4,73,4.680794814824746,0,0,89327,4,10,1.036711641041732,0.5816350903481533,0.8094271613358976
GO:0070836,caveola assembly,8.292024588847913e-4,72,4.678615372020699,0,0,91156,5,7,1.8512707875745213,0.08314486152562117,0.26244023895606294
GO:0001682,tRNA 5'-leader removal,4.150200870765443e-4,36,4.673893495111993,1.2423395645555502e-13,9.883745739251678e-13,152512,3,12,0.6479447756510825,0.9004667077985772,0.9780473782789455
GO:0072672,neutrophil extravasation,7.763592678787552e-4,67,4.65004856979809,0,0,84767,6,9,1.7278527350695534,0.0843337809029494,0.26244023895606294
GO:1905097,regulation of guanyl-nucleotide exchange factor activity,0.001001892077130797,86,4.625119276983175,0,0,85008,4,6,1.7278527350695534,0.1601586698185462,0.3999517893524251
GO:0031639,plasminogen activation,0.002566063117616333,220,4.619561726487872,0,0,262840,11,25,1.1403828051459053,0.357928212072805,0.6317620340054679
GO:0043922,negative regulation by host of viral transcription,0.001108491694652382,93,4.5205984654085425,0,0,139633,5,12,1.0799079594184708,0.5212283970838468,0.7685910262083844
GO:0018202,peptidyl-histidine modification,0.0011218853492842413,94,4.514657465200351,0,0,492364,2,9,0.5759509116898511,0.917330420168252,0.9782958398283551
GO:0075509,endocytosis involved in viral entry into host cell,8.746908175102334e-4,73,4.496905083939626,0,0,89327,4,12,0.8639263675347767,0.7433647068372656,0.8919132021852387
GO:0010901,regulation of very-low-density lipoprotein particle remodeling,1.804094651258078e-4,15,4.479993339907798,2.5142051254256614e-6,1.0485790551453107e-5,142611,1,5,0.518355820520866,0.9126508102837768,0.9780473782789455
GO:1904424,regulation of GTP binding,0.0010347447805825053,86,4.4782737215506865,0,0,85008,4,7,1.481016630059617,0.2628437475424462,0.5390795339330627
GO:1903588,negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,0.0014922897560782778,122,4.405062768773318,0,0,355756,4,7,1.481016630059617,0.2628437475424462,0.5390795339330627
GO:1903391,regulation of adherens junction organization,6.381851969141831e-4,52,4.390379335931102,0,0,76302,4,5,2.073423282083464,0.07657520306319876,0.25872459820137117
GO:0038065,collagen-activated signaling pathway,0.0018402129058808618,149,4.36278312311647,0,0,232013,8,10,2.073423282083464,0.009555313173648772,0.06901510265109417
GO:0110010,basolateral protein secretion,8.683149512194694e-5,7,4.343763675145752,0.001389827968449664,0.004204507855360564,15438,2,5,1.036711641041732,0.6381666181859631,0.8446599227453996
GO:0060352,cell adhesion molecule production,0.00134881808004474,108,4.314354279556065,0,0,104990,7,9,2.015828190914479,0.020162361291056197,0.11586197812921568
GO:0010955,negative regulation of protein processing,0.002689670173164235,215,4.307099068900793,0,0,249089,14,23,1.5776046711504617,0.025166204070010467,0.13128288660893275
GO:0045869,negative regulation of single stranded viral RNA replication via double stranded DNA intermediate,0.0010823798719906458,86,4.281186743497029,0,0,146912,2,15,0.3455705470139107,0.9930643191096825,0.9999998393037982
GO:1903318,negative regulation of protein maturation,0.002712046540931777,215,4.271562351030218,0,0,249089,14,25,1.451396297458425,0.05823257591950415,0.22140966718266356
GO:0045917,positive regulation of complement activation,2.035941791789523e-4,16,4.234479684920202,2.4054563158015796e-6,1.0068570642085142e-5,34792,2,5,1.036711641041732,0.6381666181859631,0.8446599227453996
GO:0090051,negative regulation of cell migration involved in sprouting angiogenesis,0.0025626800905144773,201,4.2261712454218285,0,0,358888,8,14,1.481016630059617,0.12541219101336998,0.35817509265413927
GO:0018149,peptide cross-linking,0.001967695268621505,154,4.217045702375433,0,0,314619,8,24,0.8639263675347767,0.7672202874576393,0.9064806287704088
GO:0032693,negative regulation of interleukin-10 production,0.002073532691116008,162,4.209684574240972,0,0,351087,7,15,1.2094969145486874,0.3468372501547714,0.616896063091285
GO:0032825,positive regulation of natural killer cell differentiation,0.0019714810703431764,154,4.208947780908888,0,0,450695,5,8,1.6198619391277063,0.15246490657662193,0.39980899572057615
GO:0015911,long-chain fatty acid import across plasma membrane,0.002168270036674825,169,4.199704798904795,0,0,337764,5,10,1.2958895513021649,0.3317913854275629,0.5994917596012531
GO:2000405,negative regulation of T cell migration,6.302681582934296e-4,49,4.189055762763075,4.440892098500626e-16,4.0508746300979215e-15,96016,4,6,1.7278527350695534,0.1601586698185462,0.3999517893524251
GO:0099116,tRNA 5'-end processing,4.764711870581567e-4,37,4.184181442572445,1.411759598113349e-12,1.0327800097952177e-11,148928,4,14,0.7405083150298085,0.8523995307175246,0.9539093503506905
GO:0090331,negative regulation of platelet aggregation,0.0015223775795877089,118,4.176428552316714,0,0,237628,8,11,1.884930256439513,0.023190498993057918,0.1263586259049289
GO:0044854,plasma membrane raft assembly,9.42482820707973e-4,72,4.116275952639152,0,0,91156,5,8,1.6198619391277063,0.15246490657662193,0.39980899572057615
GO:2000774,positive regulation of cellular senescence,6.55093339808532e-4,50,4.112560012980614,4.440892098500626e-16,4.0508746300979215e-15,258121,2,9,0.5759509116898511,0.917330420168252,0.9782958398283551
GO:0048280,vesicle fusion with Golgi apparatus,5.794779990300656e-4,44,4.091298370510706,2.5091040356528538e-14,2.0972273504614918e-13,158756,6,9,1.7278527350695534,0.0843337809029494,0.26244023895606294
GO:0002887,negative regulation of myeloid leukocyte mediated immunity,8.591182640670095e-4,65,4.076672587201873,0,0,152974,3,9,0.8639263675347767,0.7406942752732697,0.8919132021852387
GO:0043301,negative regulation of leukocyte degranulation,8.595168431178689e-4,65,4.074782134090359,0,0,152974,3,10,0.777533730781299,0.8088624973840342,0.9331964161320718
GO:0030195,negative regulation of blood coagulation,0.004564483936228644,343,4.049000825133005,0,0,237340,22,49,1.1636559236182706,0.22165381607090817,0.4984438648776315
GO:0097021,lymphocyte migration into lymphoid organs,0.0014976852577562262,112,4.029423324197004,0,0,141919,5,8,1.6198619391277063,0.15246490657662193,0.39980899572057615
GO:0034139,regulation of toll-like receptor 3 signaling pathway,8.976657531155572e-4,67,4.02166206154059,0,0,83137,5,10,1.2958895513021649,0.3317913854275629,0.5994917596012531
GO:0061523,cilium disassembly,3.6471381676615337e-4,27,3.988935151663596,3.6407187264941854e-9,1.9876555476426758e-8,91199,2,5,1.036711641041732,0.6381666181859631,0.8446599227453996
GO:0010759,positive regulation of macrophage chemotaxis,0.001946472682316977,144,3.9862047958852154,0,0,306815,6,18,0.8639263675347767,0.7543498623135604,0.896325549255969
GO:1900047,negative regulation of hemostasis,0.004649793838342398,343,3.974713689819121,0,0,237340,22,50,1.1403828051459053,0.2583586986472165,0.5390795339330627
GO:0060044,negative regulation of cardiac muscle cell proliferation,0.0028756527523871463,212,3.9723256740784847,0,0,444758,4,10,1.036711641041732,0.5816350903481533,0.8094271613358976
GO:0010754,negative regulation of cGMP-mediated signaling,0.001705979872689348,125,3.9480399464201024,0,0,345678,4,6,1.7278527350695534,0.1601586698185462,0.3999517893524251
GO:0097241,hematopoietic stem cell migration to bone marrow,0.0010688044093706752,78,3.932256093533888,0,0,158770,4,5,2.073423282083464,0.07657520306319876,0.25872459820137117
GO:0061026,cardiac muscle tissue regeneration,0.0013438533234463165,98,3.9293402256345744,0,0,213346,4,5,2.073423282083464,0.07657520306319876,0.25872459820137117
GO:0045779,negative regulation of bone resorption,0.0017833195923089005,130,3.927892556546055,0,0,223586,7,15,1.2094969145486874,0.3468372501547714,0.616896063091285
GO:0044381,glucose import in response to insulin stimulus,1.3732376898940556e-4,10,3.9237354085065053,3.215871978419216e-4,0.0010628929811025275,89128,1,5,0.518355820520866,0.9126508102837768,0.9780473782789455
GO:0048266,behavioral response to pain,0.0018444616187107239,134,3.914538818945507,0,0,330860,6,19,0.8184565587171568,0.8043681480130087,0.9331964161320718
GO:1901299,negative regulation of hydrogen peroxide-mediated programmed cell death,0.001172953814621714,85,3.90466196436738,0,0,154681,6,6,2.59177910260433,0.0032944593416180945,0.03408627945400512
GO:0046794,transport of virus,0.001494053293562957,108,3.8949608297479412,0,0,103410,7,19,0.9548659851700163,0.6459769099647561,0.8479249472493038
GO:1904612,"response to 2,3,7,8-tetrachlorodibenzodioxine",0.0011406507307032963,82,3.873527089878606,0,0,234086,3,7,1.1107624725447127,0.5489347538002798,0.7876012188267448
GO:0002424,T cell mediated immune response to tumor cell,0.0011268137442850424,81,3.873274810609398,0,0,236146,5,12,1.0799079594184708,0.5212283970838468,0.7685910262083844
GO:0002840,regulation of T cell mediated immune response to tumor cell,0.0011268137442850424,81,3.873274810609398,0,0,236146,5,12,1.0799079594184708,0.5212283970838468,0.7685910262083844
GO:1901298,regulation of hydrogen peroxide-mediated programmed cell death,0.0017542429009179653,126,3.8701361681982043,0,0,200095,8,9,2.3038036467594045,0.0028976756180953966,0.03126012456801314
GO:2000855,regulation of mineralocorticoid secretion,9.506334126673001e-4,68,3.8542622928116455,0,0,322190,4,6,1.7278527350695534,0.1601586698185462,0.3999517893524251
GO:2000858,regulation of aldosterone secretion,9.506334126673001e-4,68,3.8542622928116455,0,0,322190,4,6,1.7278527350695534,0.1601586698185462,0.3999517893524251
GO:0035931,mineralocorticoid secretion,9.520319356527715e-4,68,3.8486004297935343,0,0,322190,4,7,1.481016630059617,0.2628437475424462,0.5390795339330627
GO:0035932,aldosterone secretion,9.520319356527715e-4,68,3.8486004297935343,0,0,322190,4,7,1.481016630059617,0.2628437475424462,0.5390795339330627
GO:0034116,positive regulation of heterotypic cell-cell adhesion,0.001222313284870941,87,3.8351481824650664,0,0,134644,4,10,1.036711641041732,0.5816350903481533,0.8094271613358976
GO:1903294,"regulation of glutamate secretion, neurotransmission",8.886984237327147e-4,63,3.8197203445752184,0,0,212260,5,5,2.5917791026043298,0.008542627732269326,0.06429618695980568
GO:0032823,regulation of natural killer cell differentiation,0.0025221578870104444,178,3.802709596045598,0,0,421973,7,13,1.3955733629407931,0.1974213334407635,0.4615244174716029
GO:0097341,zymogen inhibition,4.141516043025666e-4,29,3.7729763080115655,3.3334215387981203e-9,1.8272841240118964e-8,142123,3,5,1.555067461562598,0.2932414961827343,0.5600741066295498
GO:0050819,negative regulation of coagulation,0.005000823107695714,349,3.7603594648339898,0,0,233652,24,52,1.1962057396635368,0.16328262701055363,0.406123496815982
GO:0021853,cerebral cortex GABAergic interneuron migration,6.768851249681471e-4,47,3.741349809898207,8.038014698286133e-14,6.458349247649762e-13,381709,4,5,2.073423282083464,0.07657520306319876,0.25872459820137117
GO:0021894,cerebral cortex GABAergic interneuron development,6.768851249681471e-4,47,3.741349809898207,8.038014698286133e-14,6.458349247649762e-13,381709,4,5,2.073423282083464,0.07657520306319876,0.25872459820137117
GO:0090427,activation of meiosis,0.00139013184755855,96,3.7210085527443444,0,0,294563,4,6,1.7278527350695534,0.1601586698185462,0.3999517893524251
GO:0007494,midgut development,0.0027587110573880007,188,3.6719525618174536,0,0,216523,7,11,1.649313974384574,0.08292501239925143,0.26244023895606294
GO:0071863,regulation of cell proliferation in bone marrow,0.0012955399483902223,88,3.659968025107028,0,0,148251,4,5,2.073423282083464,0.07657520306319876,0.25872459820137117
GO:0033591,response to L-ascorbic acid,4.141068515670315e-4,28,3.643267363889586,1.270771998740372e-8,6.603607091720199e-8,47079,4,5,2.073423282083464,0.07657520306319876,0.25872459820137117
GO:0009608,response to symbiont,2.3807196633977818e-4,16,3.6212386907867136,1.6263123586046646e-5,6.227398624453545e-5,105081,2,6,0.8639263675347767,0.7440877660054828,0.8919132021852387
GO:0009609,response to symbiotic bacterium,2.3807196633977818e-4,16,3.6212386907867136,1.6263123586046646e-5,6.227398624453545e-5,105081,2,6,0.8639263675347767,0.7440877660054828,0.8919132021852387
GO:0034111,negative regulation of homotypic cell-cell adhesion,0.0021483704531145525,144,3.611592558472864,0,0,212881,10,13,1.9936762327725615,0.005748933110967802,0.05061438280831391
GO:0061311,cell surface receptor signaling pathway involved in heart development,0.0014923610807505367,100,3.6105346203635533,0,0,280955,5,6,2.1598159188369417,0.03478346968552526,0.16155743583558257
GO:0071360,cellular response to exogenous dsRNA,8.509411001709584e-4,57,3.6092817326825117,8.881784197001252e-16,7.967019505314538e-15,92764,5,12,1.0799079594184708,0.5212283970838468,0.7685910262083844
GO:0071838,cell proliferation in bone marrow,0.0013935624244419112,93,3.5958531644324996,0,0,144094,5,7,1.8512707875745213,0.08314486152562117,0.26244023895606294
GO:0002544,chronic inflammatory response,0.002068188934788522,138,3.595293125956038,0,0,355843,10,17,1.5245759427084293,0.07310066872564402,0.25872459820137117
GO:0070487,monocyte aggregation,0.001988148667284024,132,3.577424715049974,0,0,239757,5,5,2.5917791026043298,0.008542627732269326,0.06429618695980568
GO:0007263,nitric oxide mediated signal transduction,0.0034905371578403907,231,3.5658670145451383,0,0,338043,12,22,1.4136976923296347,0.09479756171918985,0.288456965727704
GO:0140459,response to Gram-positive bacterium,5.909500830798873e-4,39,3.555979406618994,4.1701975206365205e-11,2.723250051611791e-10,298393,2,6,0.8639263675347767,0.7440877660054828,0.8919132021852387
GO:0035905,ascending aorta development,0.0014429862267484697,95,3.5473729311060183,0,0,474446,4,5,2.073423282083464,0.07657520306319876,0.25872459820137117
GO:0032743,positive regulation of interleukin-2 production,0.006183475679221672,407,3.546558929728276,0,0,356568,17,32,1.3768826482585503,0.0671052948528752,0.24585001009312601
GO:0048818,positive regulation of hair follicle maturation,0.0018196686032242871,119,3.5237094231976065,0,0,293628,3,5,1.555067461562598,0.2932414961827343,0.5600741066295498
GO:0006907,pinocytosis,0.0017004221423450845,111,3.517318169110172,0,0,101699,8,21,0.9873444200397449,0.5998494881696901,0.8290007958830528
GO:1902043,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,0.0024907009094982365,162,3.5046032828300975,0,0,316171,9,12,1.9438343269532476,0.011671641192548154,0.08023385632022695
GO:0030193,regulation of blood coagulation,0.007324965523716251,476,3.5014408646801054,0,0,218190,33,68,1.2577751527344543,0.0602057836699782,0.2272038226090455
GO:0043372,"positive regulation of CD4-positive, alpha-beta T cell differentiation",0.004525879107737692,294,3.500175410436325,0,0,426146,17,31,1.421298217557213,0.048472170381863244,0.19201566075988438
GO:1902001,fatty acid transmembrane transport,0.0026743815198870618,173,3.4855247327104277,0,0,331007,6,18,0.8639263675347767,0.7543498623135604,0.896325549255969
GO:0010614,negative regulation of cardiac muscle hypertrophy,0.0034966109431662927,226,3.482623730438117,0,0,402236,11,25,1.1403828051459053,0.357928212072805,0.6317620340054679
GO:0002314,germinal center B cell differentiation,0.001383658084658803,89,3.465825157969487,0,0,377958,6,8,1.9438343269532474,0.041552834495020674,0.18124203983785028
GO:1903671,negative regulation of sprouting angiogenesis,0.001928543617643234,124,3.4644767225176154,0,0,352428,8,10,2.073423282083464,0.009555313173648772,0.06901510265109417
GO:0016226,iron-sulfur cluster assembly,0.0011086958790082607,71,3.4505739848122157,0,0,318485,6,22,0.7068488461648174,0.9076889619015828,0.9780473782789455
GO:0031163,metallo-sulfur cluster assembly,0.0011086958790082607,71,3.4505739848122157,0,0,318485,6,22,0.7068488461648174,0.9076889619015828,0.9780473782789455
GO:0072257,metanephric nephron tubule epithelial cell differentiation,7.96723161070204e-4,51,3.449118868160629,1.5121237595394632e-13,1.1982951359876393e-12,79004,5,6,2.1598159188369417,0.03478346968552526,0.16155743583558257
GO:0072307,regulation of metanephric nephron tubule epithelial cell differentiation,7.96723161070204e-4,51,3.449118868160629,1.5121237595394632e-13,1.1982951359876393e-12,79004,5,6,2.1598159188369417,0.03478346968552526,0.16155743583558257
GO:0032613,interleukin-10 production,0.0073765626307422325,472,3.4477311501696897,0,0,361554,27,51,1.3721183484375865,0.025928130304802344,0.13278336919020378
GO:0032653,regulation of interleukin-10 production,0.0073765626307422325,472,3.4477311501696897,0,0,361554,27,51,1.3721183484375865,0.025928130304802344,0.13278336919020378
GO:0046851,negative regulation of bone remodeling,0.0021262374283464824,136,3.4464547259708564,0,0,219427,8,16,1.295889551302165,0.24495255576981934,0.5232077953362217
GO:1900046,regulation of hemostasis,0.007443839977481319,476,3.4455245806870725,0,0,218190,33,70,1.2218387197991842,0.08928860196574873,0.2756329944696196
GO:0051798,positive regulation of hair follicle development,0.0021738865049844777,139,3.4452707888530374,0,0,269870,4,11,0.9424651282197565,0.6693192702527928,0.8570125360999125
GO:0030194,positive regulation of blood coagulation,0.0030725088478220975,196,3.4372281303035437,0,0,311809,11,26,1.0965219280249088,0.41949970002014947,0.6802409761814538
GO:1900048,positive regulation of hemostasis,0.0030725088478220975,196,3.4372281303035437,0,0,311809,11,26,1.0965219280249088,0.41949970002014947,0.6802409761814538
GO:0010752,regulation of cGMP-mediated signaling,0.0020053505000053222,127,3.412391555546387,0,0,341363,5,12,1.0799079594184708,0.5212283970838468,0.7685910262083844
GO:0098909,regulation of cardiac muscle cell action potential involved in regulation of contraction,0.0011861740524033752,75,3.406891259264775,0,0,154782,4,7,1.481016630059617,0.2628437475424462,0.5390795339330627
GO:0044857,plasma membrane raft organization,0.0012570819648127448,79,3.3861712952497363,0,0,88532,6,12,1.295889551302165,0.2979309053186976,0.5600741066295498
GO:0048537,mucosa-associated lymphoid tissue development,0.0017036667156713782,107,3.3841107474065266,0,0,261353,2,9,0.5759509116898511,0.917330420168252,0.9782958398283551
GO:0048541,Peyer's patch development,0.0017036667156713782,107,3.3841107474065266,0,0,261353,2,9,0.5759509116898511,0.917330420168252,0.9782958398283551
GO:0071636,positive regulation of transforming growth factor beta production,0.0026465928681657456,166,3.3796083808310913,0,0,279288,10,15,1.7278527350695534,0.02594065078186203,0.13278336919020378
GO:0010758,regulation of macrophage chemotaxis,0.0023315308129527824,146,3.3740935888860024,0,0,304321,8,24,0.8639263675347767,0.7672202874576393,0.9064806287704088
